"cluster","gene","grouping"
"1622","api2328","EfaB_MINUS_15724.g1414","ApicomplexaC"
"1623","api2329","EfaB_MINUS_33184.g2489","ApicomplexaC"
"1624","api2330","EfaB_MINUS_800.g92","conserved"
"1625","api2331","EfaB_PLUS_15648.g1309","conserved"
"1626","api2332","EfaB_PLUS_33184.g2395","conserved"
"1627","api2333","EfaB_MINUS_18472.g1659","conserved"
"1628","api2335","EfaB_PLUS_2387.g280","conserved"
"1629","api2336","EfaB_PLUS_15745.g1365","ApicomplexaC"
"1630","api2337","EfaB_PLUS_6743.g621","conserved"
"1631","api2338","EfaB_MINUS_56725.g2954","conserved"
"1632","api2339","EfaB_MINUS_7577.g716","conserved"
"1633","api2340","EfaB_MINUS_15576.g1334","ApicomplexaC"
"1634","api2341","EfaB_PLUS_22240.g1807","Apicomplexa"
"1635","api2342","EfaB_MINUS_20371.g1784","conserved"
"1636","api2345","EfaB_MINUS_24074.g2052","conserved"
"1637","api2346","EfaB_MINUS_193.g2","conserved"
"1638","api2347","EfaB_PLUS_25458.g2119","conserved"
"1639","api2348","EfaB_MINUS_10843.g947","conserved"
"1640","api2349","EfaB_MINUS_22450.g1948","conserved"
"1641","api2350","EfaB_MINUS_17907.g1603","conserved"
"1642","api2351","EfaB_MINUS_15899.g1474","conserved"
"1643","api2352","EfaB_MINUS_23210.g2036","ApicomplexaC"
"1644","api2353","EfaB_MINUS_31498.g2401","conserved"
"1645","api2354","EfaB_PLUS_31151.g2285","conserved"
"1646","api2354","EfaB_MINUS_15697.g1403","conserved"
"1647","api2355","EfaB_MINUS_56725.g2947","Apicomplexa"
"1648","api2359","EfaB_MINUS_20371.g1790","ApicomplexaC"
"1649","api2360","EfaB_MINUS_31498.g2379","Eimeria"
"1650","api2362","EfaB_PLUS_11124.g945","Coccidia"
"1651","api2364","EfaB_MINUS_13385.g1192","Coccidia"
"1652","api2365","EfaB_MINUS_6743.g591","ApicomplexaC"
"1653","api2367","EfaB_PLUS_20412.g1728","Coccidia"
"1654","api2368","EfaB_MINUS_31746.g2441","Coccidia"
"1655","api2368","EfaB_MINUS_31746.g2440","Coccidia"
"1656","api2370","EfaB_PLUS_1068.g143","Eimeria"
"1657","api2371","EfaB_PLUS_14978.g1229","Eimeria"
"1658","api2372","EfaB_MINUS_15648.g1388","Eimeria"
"1659","api2373","EfaB_PLUS_50714.g2732","Eimeria"
"1660","api2373","EfaB_MINUS_50714.g2844","Eimeria"
"1661","api2374","EfaB_MINUS_800.g88","Eimeria"
"1662","api2375","EfaB_MINUS_56725.g2918","Coccidia"
"1663","api2376","EfaB_PLUS_4114.g404","Eimeria"
"1664","api2379","EfaB_PLUS_21549.g1772","Coccidia"
"1665","api2380","EfaB_PLUS_228.g9","Coccidia"
"1666","api2380","EfaB_PLUS_228.g13","Coccidia"
"1667","api2381","EfaB_PLUS_5670.g494","Coccidia"
"1668","api2384","EfaB_MINUS_1425.g187","conserved"
"1669","api2385","EfaB_MINUS_720.g70","Coccidia"
"1670","api2393","EfaB_MINUS_8664.g829","ApicomplexaC"
"1671","api2396","EfaB_MINUS_43533.g2750","Apicomplexa"
"1672","api2402","EfaB_PLUS_14881.g1216","conserved"
"1673","api2407","EfaB_PLUS_2387.g305","conserved"
"1674","api2408","EfaB_PLUS_15349.g1259","conserved"
"1675","api241","EfaB_MINUS_720.g58","conserved"
"1676","api2410","EfaB_PLUS_5792.g542","conserved"
"1677","api2413","EfaB_PLUS_24117.g2004","conserved"
"1678","api242","EfaB_PLUS_14978.g1243","conserved"
"1679","api242","EfaB_MINUS_11414.g1025","conserved"
"1680","api242","EfaB_MINUS_7048.g633","conserved"
"1681","api2424","EfaB_PLUS_49504.g2700","conserved"
"1682","api243","EfaB_PLUS_14978.g1239","conserved"
"1683","api2437","EfaB_MINUS_56725.g2968","conserved"
"1684","api244","EfaB_PLUS_17096.g1468","conserved"
"1685","api244","EfaB_MINUS_15697.g1409","conserved"
"1686","api2442","EfaB_MINUS_15349.g1304","conserved"
"1687","api2450","EfaB_MINUS_17400.g1576","conserved"
"1688","api2456","EfaB_PLUS_5792.g565","conserved"
"1689","api2458","EfaB_PLUS_56725.g2805","conserved"
"1690","api2469","EfaB_MINUS_3973.g394","conserved"
"1691","api2471","EfaB_PLUS_2336.g257","conserved"
"1692","api2472","EfaB_MINUS_14843.g1235","conserved"
"1693","api2472","EfaB_MINUS_6097.g568","conserved"
"1694","api2473","EfaB_MINUS_3469.g337","conserved"
"1695","api2474","EfaB_PLUS_1425.g174","conserved"
"1696","api248","EfaB_MINUS_16742.g1483","conserved"
"1697","api2480","EfaB_PLUS_8664.g818","conserved"
"1698","api2481","EfaB_PLUS_27413.g2203","conserved"
"1699","api2483","EfaB_MINUS_22450.g1946","conserved"
"1700","api2484","EfaB_PLUS_26792.g2167","conserved"
"1701","api2485","EfaB_MINUS_20437.g1846","conserved"
"1702","api2488","EfaB_MINUS_6253.g578","conserved"
"1703","api249","EfaB_PLUS_56725.g2829","conserved"
"1704","api2490","EfaB_MINUS_23143.g1991","conserved"
"1705","api2491","EfaB_MINUS_19717.g1713","conserved"
"1706","api2493","EfaB_MINUS_1068.g152","conserved"
"1707","api2494","EfaB_MINUS_8832.g880","conserved"
"1708","api2495","EfaB_MINUS_24117.g2082","conserved"
"1709","api2497","EfaB_PLUS_15576.g1293","conserved"
"1710","api2498","EfaB_PLUS_26792.g2160","conserved"
"1711","api2499","EfaB_PLUS_4114.g415","Apicomplexa"
"1712","api250","EfaB_MINUS_5727.g485","conserved"
"1713","api2500","EfaB_PLUS_20371.g1673","ApicomplexaC"
"1714","api2503","EfaB_MINUS_17096.g1534","conserved"
"1715","api2504","EfaB_MINUS_6035.g565","conserved"
"1716","api2505","EfaB_MINUS_7048.g669","conserved"
"1717","api2506","EfaB_MINUS_11882.g1046","ApicomplexaC"
"1718","api2507","EfaB_MINUS_14978.g1264","conserved"
"1719","api2508","EfaB_MINUS_20412.g1821","Apicomplexa"
"1720","api2509","EfaB_PLUS_1054.g122","Coccidia"
"1721","api2509","EfaB_MINUS_23272.g2045","Coccidia"
"1722","api251","EfaB_MINUS_11233.g986","ApicomplexaC"
"1723","api2510","EfaB_MINUS_28105.g2315","Apicomplexa"
"1724","api2511","EfaB_MINUS_34010.g2542","ApicomplexaC"
"1725","api2512","EfaB_MINUS_49504.g2797","conserved"
"1726","api2513","EfaB_MINUS_56725.g2977","ApicomplexaC"
"1727","api2514","EfaB_PLUS_1974.g223","conserved"
"1728","api2515","EfaB_PLUS_2336.g268","Apicomplexa"
"1729","api2516","EfaB_PLUS_3222.g332","ApicomplexaC"
"1730","api2517","EfaB_PLUS_15349.g1263","Apicomplexa"
"1731","api2518","EfaB_PLUS_32574.g2347","Apicomplexa"
"1732","api2519","EfaB_PLUS_38343.g2526","conserved"
"1733","api252","EfaB_MINUS_28203.g2328","conserved"
"1734","api2526","EfaB_PLUS_15576.g1278","conserved"
"1735","api253","EfaB_MINUS_21840.g1883","conserved"
"1736","api253","EfaB_MINUS_21840.g1884","conserved"
"1737","api254","EfaB_MINUS_11414.g1028","conserved"
"1738","api254","EfaB_MINUS_14978.g1272","conserved"
"1739","api2559","EfaB_MINUS_6743.g615","conserved"
"1740","api256","EfaB_MINUS_18472.g1656","conserved"
"1741","api2561","EfaB_MINUS_20371.g1762","ApicomplexaC"
"1742","api2562","EfaB_PLUS_8832.g870","Apicomplexa"
"1743","api2563","EfaB_PLUS_13201.g1091","conserved"
"1744","api2564","EfaB_PLUS_15648.g1319","Apicomplexa"
"1745","api2566","EfaB_MINUS_2387.g289","Apicomplexa"
"1746","api2567","EfaB_MINUS_38801.g2630","Apicomplexa"
"1747","api2568","EfaB_MINUS_56725.g2972","ApicomplexaC"
"1748","api257","EfaB_MINUS_56725.g2919","conserved"
"1749","api257","EfaB_MINUS_15745.g1427","conserved"
"1750","api2570","EfaB_MINUS_33184.g2502","conserved"
"1751","api2572","EfaB_MINUS_22450.g1920","ApicomplexaC"
"1752","api2574","EfaB_MINUS_11882.g1048","conserved"
"1753","api2575","EfaB_PLUS_14978.g1232","Apicomplexa"
"1754","api2576","EfaB_MINUS_17195.g1556","Apicomplexa"
"1755","api2578","EfaB_MINUS_56725.g2943","Apicomplexa"
"1756","api2579","EfaB_MINUS_2336.g245","Apicomplexa"
"1757","api2580","EfaB_MINUS_37748.g2601","conserved"
"1758","api2581","EfaB_PLUS_7742.g747","conserved"
"1759","api2582","EfaB_PLUS_22450.g1883","Apicomplexa"
"1760","api2583","EfaB_PLUS_52892.g2750","conserved"
"1761","api2584","EfaB_MINUS_30201.g2360","Apicomplexa"
"1762","api2585","EfaB_PLUS_23143.g1911","Apicomplexa"
"1763","api2586","EfaB_PLUS_31498.g2318","Apicomplexa"
"1764","api2587","EfaB_MINUS_31498.g2405","conserved"
"1765","api2588","EfaB_PLUS_18869.g1592","Apicomplexa"
"1766","api2589","EfaB_PLUS_20371.g1641","Apicomplexa"
"1767","api259","EfaB_MINUS_5504.g461","conserved"
"1768","api259","EfaB_PLUS_43533.g2635","conserved"
"1769","api2590","EfaB_PLUS_20371.g1674","ApicomplexaC"
"1770","api2591","EfaB_MINUS_16835.g1490","conserved"
"1771","api2592","EfaB_PLUS_15745.g1368","Apicomplexa"
"1772","api2593","EfaB_PLUS_15765.g1391","Apicomplexa"
"1773","api2594","EfaB_PLUS_21840.g1789","ApicomplexaC"
"1774","api2595","EfaB_MINUS_4714.g430","Apicomplexa"
"1775","api2596","EfaB_PLUS_33184.g2411","Apicomplexa"
"1776","api2598","EfaB_PLUS_17907.g1566","Apicomplexa"
"1777","api2599","EfaB_MINUS_15765.g1448","Apicomplexa"
"1778","api260","EfaB_PLUS_25398.g2086","conserved"
"1779","api260","EfaB_MINUS_33854.g2514","conserved"
"1780","api2600","EfaB_MINUS_31498.g2395","conserved"
"1781","api2601","EfaB_PLUS_16835.g1437","Apicomplexa"
"1782","api2602","EfaB_PLUS_28203.g2236","ApicomplexaC"
"1783","api2604","EfaB_PLUS_15765.g1384","Apicomplexa"
"1784","api2605","EfaB_PLUS_14978.g1238","Apicomplexa"
"1785","api2606","EfaB_MINUS_56725.g2901","Apicomplexa"
"1786","api2607","EfaB_PLUS_1101.g153","Apicomplexa"
"1787","api2608","EfaB_PLUS_18472.g1580","Apicomplexa"
"1788","api2609","EfaB_MINUS_26415.g2236","Apicomplexa"
"1789","api261","EfaB_PLUS_6743.g618","conserved"
"1790","api2610","EfaB_MINUS_20412.g1815","ApicomplexaC"
"1791","api2611","EfaB_MINUS_13227.g1167","Apicomplexa"
"1792","api2613","EfaB_PLUS_4114.g411","Apicomplexa"
"1793","api2616","EfaB_PLUS_24701.g2022","ApicomplexaC"
"1794","api2617","EfaB_PLUS_26831.g2177","Apicomplexa"
"1795","api2618","EfaB_MINUS_11280.g995","conserved"
"1796","api2619","EfaB_PLUS_15576.g1286","Apicomplexa"
"1797","api262","EfaB_MINUS_17195.g1553","conserved"
"1798","api2622","EfaB_MINUS_3222.g325","Apicomplexa"
"1799","api2623","EfaB_MINUS_5519.g466","Apicomplexa"
"1800","api2625","EfaB_MINUS_10843.g932","Apicomplexa"
"1801","api2626","EfaB_MINUS_40565.g2658","conserved"
"1802","api2628","EfaB_PLUS_20412.g1718","Apicomplexa"
"1803","api2629","EfaB_MINUS_8664.g836","Apicomplexa"
"1804","api2630","EfaB_MINUS_25398.g2166","Apicomplexa"
"1805","api2631","EfaB_PLUS_2387.g288","Apicomplexa"
"1806","api2632","EfaB_PLUS_25458.g2096","Apicomplexa"
"1807","api2633","EfaB_PLUS_13201.g1088","Apicomplexa"
"1808","api2634","EfaB_PLUS_12534.g1080","Coccidia"
"1809","api2636","EfaB_PLUS_15576.g1276","Apicomplexa"
"1810","api2637","EfaB_PLUS_5788.g539","Apicomplexa"
"1811","api2638","EfaB_MINUS_15648.g1372","Apicomplexa"
"1812","api2639","EfaB_MINUS_43533.g2762","conserved"
"1813","api264","EfaB_PLUS_49504.g2699","conserved"
"1814","api2640","EfaB_MINUS_43533.g2742","conserved"
"1815","api2641","EfaB_MINUS_15745.g1431","conserved"
"1816","api2642","EfaB_MINUS_18587.g1662","Apicomplexa"
"1817","api2643","EfaB_MINUS_20371.g1758","ApicomplexaC"
"1818","api2646","EfaB_MINUS_34204.g2564","Apicomplexa"
"1819","api2648","EfaB_MINUS_56725.g2931","Apicomplexa"
"1820","api265","EfaB_MINUS_49504.g2830","conserved"
"1821","api265","EfaB_PLUS_21840.g1784","conserved"
"1822","api2650","EfaB_PLUS_20371.g1668","Apicomplexa"
"1823","api2651","EfaB_PLUS_42996.g2608","ApicomplexaC"
"1824","api2652","EfaB_PLUS_21549.g1771","ApicomplexaC"
"1825","api2653","EfaB_MINUS_23210.g2014","Apicomplexa"
"1826","api2654","EfaB_PLUS_37748.g2512","Apicomplexa"
"1827","api2655","EfaB_PLUS_23210.g1931","Apicomplexa"
"1828","api2656","EfaB_PLUS_228.g19","conserved"
"1829","api2657","EfaB_MINUS_31498.g2386","Apicomplexa"
"1830","api2659","EfaB_PLUS_17096.g1473","ApicomplexaC"
"1831","api266","EfaB_PLUS_7742.g767","conserved"
"1832","api2660","EfaB_MINUS_26136.g2233","Apicomplexa"
"1833","api2661","EfaB_PLUS_20437.g1754","Apicomplexa"
"1834","api2662","EfaB_PLUS_5788.g519","ApicomplexaC"
"1835","api2666","EfaB_PLUS_33184.g2417","conserved"
"1836","api2668","EfaB_PLUS_15899.g1413","Apicomplexa"
"1837","api2669","EfaB_MINUS_43533.g2745","Apicomplexa"
"1838","api267","EfaB_PLUS_1425.g167","conserved"
"1839","api267","EfaB_MINUS_17907.g1615","conserved"
"1840","api2670","EfaB_PLUS_20412.g1713","Apicomplexa"
"1841","api2671","EfaB_PLUS_27413.g2199","ApicomplexaC"
"1842","api2672","EfaB_MINUS_39892.g2639","Apicomplexa"
"1843","api2673","EfaB_MINUS_7048.g693","Apicomplexa"
"1844","api2674","EfaB_MINUS_4475.g422","Apicomplexa"
"1845","api2676","EfaB_PLUS_14053.g1195","ApicomplexaC"
"1846","api2677","EfaB_PLUS_3469.g354","conserved"
"1847","api2678","EfaB_PLUS_11882.g1030","Apicomplexa"
"1848","api2679","EfaB_PLUS_18472.g1579","Apicomplexa"
"1849","api268","EfaB_PLUS_1711.g193","conserved"
"1850","api2680","EfaB_MINUS_12420.g1096","Apicomplexa"
"1851","api2681","EfaB_PLUS_21840.g1795","conserved"
"1852","api2682","EfaB_MINUS_18869.g1674","ApicomplexaC"
"1853","api2683","EfaB_MINUS_7742.g751","Apicomplexa"
"1854","api2684","EfaB_PLUS_3881.g395","ApicomplexaC"
"1855","api2685","EfaB_MINUS_56725.g2921","ApicomplexaC"
"1856","api2686","EfaB_PLUS_17702.g1521","conserved"
"1857","api2687","EfaB_PLUS_1068.g130","Apicomplexa"
"1858","api2688","EfaB_MINUS_6743.g594","Apicomplexa"
"1859","api269","EfaB_MINUS_15765.g1442","conserved"
"1860","api2691","EfaB_MINUS_15745.g1418","Apicomplexa"
"1861","api2692","EfaB_MINUS_43143.g2723","Apicomplexa"
"1862","api2693","EfaB_PLUS_5788.g526","Apicomplexa"
"1863","api2694","EfaB_PLUS_720.g52","conserved"
"1864","api2695","EfaB_PLUS_25177.g2058","Apicomplexa"
"1865","api2696","EfaB_PLUS_2387.g303","Apicomplexa"
"1866","api2697","EfaB_PLUS_50054.g2726","Apicomplexa"
"1867","api2698","EfaB_MINUS_26136.g2225","Apicomplexa"
"1868","api2699","EfaB_PLUS_32574.g2371","Apicomplexa"
"1869","api27","EfaB_MINUS_31498.g2406","conserved"
"1870","api27","EfaB_PLUS_56725.g2860","conserved"
"1871","api27","EfaB_PLUS_22960.g1901","conserved"
"1872","api27","EfaB_PLUS_25398.g2079","conserved"
"1873","api27","EfaB_PLUS_276.g39","conserved"
"1874","api27","EfaB_MINUS_25177.g2137","conserved"
"1875","api27","EfaB_MINUS_276.g36","conserved"
"1876","api27","EfaB_MINUS_25177.g2136","conserved"
"1877","api2700","EfaB_MINUS_33184.g2509","Apicomplexa"
"1878","api2702","EfaB_PLUS_17907.g1544","Apicomplexa"
"1879","api2703","EfaB_MINUS_17907.g1646","Apicomplexa"
"1880","api2704","EfaB_PLUS_11414.g994","ApicomplexaC"
"1881","api2706","EfaB_PLUS_33184.g2389","conserved"
"1882","api2708","EfaB_PLUS_34204.g2474","Apicomplexa"
"1883","api2709","EfaB_MINUS_15576.g1331","Apicomplexa"
"1884","api271","EfaB_MINUS_7742.g799","conserved"
"1885","api2712","EfaB_MINUS_3973.g393","Apicomplexa"
"1886","api2715","EfaB_PLUS_7048.g671","conserved"
"1887","api2716","EfaB_MINUS_1974.g226","conserved"
"1888","api2717","EfaB_PLUS_7742.g755","ApicomplexaC"
"1889","api2718","EfaB_PLUS_53301.g2771","Apicomplexa"
"1890","api2719","EfaB_PLUS_7742.g786","Apicomplexa"
"1891","api2720","EfaB_PLUS_10843.g920","Apicomplexa"
"1892","api2721","EfaB_MINUS_49504.g2806","Apicomplexa"
"1893","api2723","EfaB_MINUS_6097.g576","Apicomplexa"
"1894","api2725","EfaB_MINUS_17400.g1571","conserved"
"1895","api2726","EfaB_PLUS_25458.g2115","ApicomplexaC"
"1896","api2727","EfaB_MINUS_11414.g1008","Apicomplexa"
"1897","api2728","EfaB_MINUS_31151.g2371","Apicomplexa"
"1898","api2731","EfaB_MINUS_12534.g1102","Apicomplexa"
"1899","api2732","EfaB_MINUS_15648.g1385","conserved"
"1900","api2733","EfaB_MINUS_13144.g1115","Apicomplexa"
"1901","api2734","EfaB_PLUS_25019.g2029","conserved"
"1902","api2735","EfaB_PLUS_17400.g1506","ApicomplexaC"
"1903","api2736","EfaB_PLUS_22450.g1856","conserved"
"1904","api2737","EfaB_PLUS_5670.g493","Coccidia"
"1905","api2738","EfaB_PLUS_25458.g2127","ApicomplexaC"
"1906","api2739","EfaB_MINUS_13398.g1198","ApicomplexaC"
"1907","api2740","EfaB_MINUS_1903.g205","ApicomplexaC"
"1908","api2741","EfaB_PLUS_5792.g568","conserved"
"1909","api2742","EfaB_MINUS_7048.g649","ApicomplexaC"
"1910","api2743","EfaB_PLUS_7048.g698","Coccidia"
"1911","api2744","EfaB_PLUS_42996.g2617","conserved"
"1912","api2745","EfaB_MINUS_15899.g1457","conserved"
"1913","api2746","EfaB_MINUS_1974.g227","Apicomplexa"
"1914","api2747","EfaB_MINUS_20371.g1779","conserved"
"1915","api2748","EfaB_PLUS_20412.g1723","conserved"
"1916","api2749","EfaB_PLUS_15576.g1304","ApicomplexaC"
"1917","api2750","EfaB_MINUS_53301.g2882","conserved"
"1918","api2751","EfaB_PLUS_6743.g609","conserved"
"1919","api2752","EfaB_PLUS_7048.g664","conserved"
"1920","api2753","EfaB_PLUS_33184.g2388","conserved"
"1921","api2754","EfaB_MINUS_8675.g862","conserved"
"1922","api2757","EfaB_PLUS_5792.g546","conserved"
"1923","api2758","EfaB_MINUS_11414.g1020","conserved"
"1924","api2759","EfaB_PLUS_1527.g189","conserved"
"1925","api2760","EfaB_PLUS_52892.g2757","conserved"
"1926","api2761","EfaB_MINUS_19717.g1720","conserved"
"1927","api2762","EfaB_MINUS_30201.g2347","conserved"
"1928","api2763","EfaB_PLUS_27413.g2197","conserved"
"1929","api2764","EfaB_PLUS_2387.g292","conserved"
"1930","api2765","EfaB_PLUS_39892.g2550","conserved"
"1931","api2766","EfaB_PLUS_30201.g2260","conserved"
"1932","api2767","EfaB_MINUS_20371.g1770","conserved"
"1933","api2768","EfaB_MINUS_17096.g1535","ApicomplexaC"
"1934","api2769","EfaB_MINUS_3469.g343","conserved"
"1935","api2770","EfaB_MINUS_15576.g1324","conserved"
"1936","api2771","EfaB_MINUS_25458.g2214","conserved"
"1937","api2773","EfaB_MINUS_1068.g157","conserved"
"1938","api2774","EfaB_PLUS_20371.g1648","conserved"
"1939","api2775","EfaB_PLUS_7048.g683","ApicomplexaC"
"1940","api2776","EfaB_PLUS_58361.g2865","conserved"
"1941","api2777","EfaB_PLUS_7048.g691","conserved"
"1942","api2778","EfaB_MINUS_15899.g1456","conserved"
"1943","api2779","EfaB_PLUS_2074.g236","conserved"
"1944","api278","EfaB_MINUS_21549.g1855","conserved"
"1945","api2780","EfaB_MINUS_26136.g2220","conserved"
"1946","api2781","EfaB_PLUS_1903.g204","conserved"
"1947","api2782","EfaB_PLUS_12420.g1069","conserved"
"1948","api2783","EfaB_MINUS_3469.g362","conserved"
"1949","api2784","EfaB_MINUS_27770.g2300","Apicomplexa"
"1950","api2786","EfaB_MINUS_22450.g1934","Coccidia"
"1951","api2788","EfaB_PLUS_40565.g2562","conserved"
"1952","api279","EfaB_PLUS_13227.g1132","conserved"
"1953","api2790","EfaB_PLUS_14978.g1221","Eimeria"
"1954","api2791","EfaB_MINUS_2387.g288","Eimeria"
"1955","api2792","EfaB_PLUS_24117.g1968","Eimeria"
"1956","api2796","EfaB_PLUS_2526.g312","Coccidia"
"1957","api2797","EfaB_MINUS_2387.g276","Eimeria"
"1958","api2798","EfaB_PLUS_2387.g299","Coccidia"
"1959","api2799","EfaB_PLUS_16835.g1429","conserved"
"1960","api2799","EfaB_PLUS_13227.g1139","conserved"
"1961","api280","EfaB_MINUS_17907.g1624","conserved"
"1962","api280","EfaB_MINUS_17907.g1625","conserved"
"1963","api2800","EfaB_PLUS_6743.g612","Eimeria"
"1964","api2806","EfaB_MINUS_228.g4","Coccidia"
"1965","api2807","EfaB_MINUS_49504.g2829","Eimeria"
"1966","api2808","EfaB_PLUS_800.g81","Eimeria"
"1967","api281","EfaB_PLUS_53301.g2769","conserved"
"1968","api281","EfaB_MINUS_53301.g2881","conserved"
"1969","api2811","EfaB_MINUS_12324.g1087","conserved"
"1970","api282","EfaB_PLUS_12534.g1071","conserved"
"1971","api2822","EfaB_MINUS_47595.g2790","conserved"
"1972","api2827","EfaB_PLUS_17702.g1522","conserved"
"1973","api283","EfaB_MINUS_5792.g542","conserved"
"1974","api2830","EfaB_PLUS_43143.g2625","Coccidia"
"1975","api2836","EfaB_PLUS_2387.g287","conserved"
"1976","api284","EfaB_MINUS_7703.g722","conserved"
"1977","api2841","EfaB_MINUS_28203.g2323","conserved"
"1978","api2846","EfaB_PLUS_13227.g1158","conserved"
"1979","api2848","EfaB_MINUS_25398.g2164","conserved"
"1980","api285","EfaB_PLUS_13398.g1172","conserved"
"1981","api2859","EfaB_MINUS_34010.g2534","conserved"
"1982","api286","EfaB_PLUS_26136.g2136","conserved"
"1983","api2861","EfaB_MINUS_11414.g1018","conserved"
"1984","api2864","EfaB_MINUS_720.g56","conserved"
"1985","api2868","EfaB_PLUS_31498.g2299","conserved"
"1986","api287","EfaB_PLUS_9917.g893","conserved"
"1987","api2879","EfaB_MINUS_13222.g1133","conserved"
"1988","api288","EfaB_MINUS_22450.g1926","conserved"
"1989","api2886","EfaB_MINUS_7742.g778","conserved"
"1990","api2889","EfaB_MINUS_34204.g2563","conserved"
"1991","api289","EfaB_MINUS_25052.g2123","conserved"
"1992","api289","EfaB_PLUS_19717.g1629","conserved"
"1993","api2891","EfaB_PLUS_8675.g859","conserved"
"1994","api2892","EfaB_MINUS_1068.g140","conserved"
"1995","api2894","EfaB_PLUS_25052.g2046","conserved"
"1996","api2899","EfaB_PLUS_9324.g880","conserved"
"1997","api29","EfaB_MINUS_49504.g2817","conserved"
"1998","api29","EfaB_PLUS_5788.g531","conserved"
"1999","api290","EfaB_MINUS_8664.g848","conserved"
"2000","api2901","EfaB_PLUS_14978.g1241","conserved"
"2001","api2902","EfaB_MINUS_1068.g148","conserved"
"2002","api2903","EfaB_PLUS_17096.g1453","conserved"
"2003","api2905","EfaB_PLUS_7900.g810","conserved"
"2004","api2906","EfaB_PLUS_2074.g238","conserved"
"2005","api2909","EfaB_MINUS_7048.g684","conserved"
"2006","api291","EfaB_MINUS_40637.g2670","conserved"
"2007","api2912","EfaB_MINUS_13385.g1194","conserved"
"2008","api2918","EfaB_PLUS_1068.g139","conserved"
"2009","api292","EfaB_MINUS_14667.g1232","conserved"
"2010","api2921","EfaB_PLUS_3881.g392","conserved"
"2011","api293","EfaB_PLUS_15349.g1257","conserved"
"2012","api293","EfaB_PLUS_52892.g2753","conserved"
"2013","api2930","EfaB_PLUS_8664.g824","Apicomplexa"
"2014","api2931","EfaB_MINUS_50714.g2842","Apicomplexa"
"2015","api2932","EfaB_MINUS_1347.g184","ApicomplexaC"
"2016","api2933","EfaB_PLUS_1324.g162","Coccidia"
"2017","api2934","EfaB_PLUS_56725.g2809","Coccidia"
